sira,kelime,artikel,cogul,genitiv_tekil,frekans,coklu_anlam_uyari
2513,Hausarrest,der,Hausarreste,Hausarrestes,944,
2514,Lösegeld,das,Lösegelder,Lösegeldes,944,
2515,Lebewesen,das,Lebewesen,Lebewesens,944,
2516,Abschnitt,der,Abschnitte,Abschnitts,944,
2517,Album,das,Alben,Albums,944,
2518,Fälschung,die,Fälschungen,Fälschung,944,
2519,Pussy,die,-,Pussy,943,
2520,Gewerkschaft,die,Gewerkschaften,Gewerkschaft,942,
2521,Kuppel,die,Kuppeln,Kuppel,942,
2522,Treibstoff,der,Treibstoffe,Treibstoffes,940,
2523,Wurmloch,das,Wurmlöcher,Wurmloches,939,
2524,Waisenhaus,das,Waisenhäuser,Waisenhauses,939,
2525,Quarantäne,die,Quarantänen,Quarantäne,938,
2526,Fee,die,Feen,Fee,938,
2527,Gestapo,die,-,Gestapo,937,
2528,Stiftung,die,Stiftungen,Stiftung,937,
2529,Maulwurf,der,Maulwürfe,Maulwurfs,936,
2530,Turnier,das,Turniere,Turnieres,936,
2531,Halleluja,das,Hallelujas,Hallelujas,936,
2532,Konflikt,der,Konflikte,Konfliktes,936,
2533,Mais,der,Maise,Maises,935,
2534,Taube,die,Tauben,Taube,935,
2535,Trieb,der,Triebe,Triebs,935,
2536,Dessert,das,Desserts,Desserts,934,
2537,Feder,die,Federn,Feder,934,
2538,Sänger,der,Sänger,Sängers,934,
2539,Rathaus,das,Rathäuser,Rathauses,934,
2540,Durchkommen,das,-,Durchkommens,933,
2541,Mörderin,die,Mörderinnen,Mörderin,933,
2542,Wanne,die,Wannen,Wanne,933,
2543,Drogendealer,der,Drogendealer,Drogendealers,932,
2544,Dauer,die,Dauern,Dauer,932,
2545,Fach,das,Fächer,Fachs,931,
2546,Cross,der,-,Cross,930,
2547,Kragen,der,-,Kragens,930,
2548,Plane,die,Planen,Plane,929,
2549,Valentinstag,der,Valentinstage,Valentinstags,929,
2550,Ehrenwort,das,Ehrenworte,Ehrenworts,928,
2551,Schlamm,der,Schlämme,Schlamms,927,
2552,Diner,das,Diners,Diners,927,"EVET - iki farkli cinsiyeti var, kontrol et"
2553,Handlung,die,Handlungen,Handlung,927,
2554,Abkürzung,die,Abkürzungen,Abkürzung,926,
2555,Mechaniker,der,Mechaniker,Mechanikers,926,
2556,Stange,die,Stangen,Stange,926,
2557,Klassiker,der,Klassiker,Klassikers,926,
2558,Dienstmädchen,das,Dienstmädchen,Dienstmädchens,925,
2559,Begräbnis,das,Begräbnisse,Begräbnisses,925,
2560,Chirurg,der,Chirurgen,Chirurgen,925,
2561,Center,das,Center,Centers,925,"EVET - iki farkli cinsiyeti var, kontrol et"
2562,Wal,der,Wale,Wals,925,
2563,Note,die,Noten,Note,924,
2564,Datei,die,Dateien,Datei,923,
2565,Wecker,der,Wecker,Weckers,922,
2566,Quere,die,-,Quere,922,
2567,Dimension,die,Dimensionen,Dimension,922,
2568,Lobby,die,Lobbys,Lobby,921,
2569,Angeklagte,die,-,-,920,
2570,Herd,der,Herde,Herdes,919,
2571,Campus,der,-,Campus,919,
2572,Hospital,das,Hospitäler,Hospitals,919,
2573,Gegenstand,der,Gegenstände,Gegenstands,918,
2574,Aufsicht,die,Aufsichten,Aufsicht,918,
2575,Hündchen,das,Hündchen,Hündchens,918,
2576,Sünder,der,Sünder,Sünders,916,
2577,Tageslicht,das,-,Tageslichts,916,
2578,Köchin,die,Köchinnen,Köchin,915,
2579,Beichte,die,Beichten,Beichte,915,
2580,Daphne,die,Daphnes,Daphne,915,
2581,Wurst,die,Würste,Wurst,914,
2582,Marina,die,Marinas,Marina,914,
2583,Bekannter,der,-,-,913,
2584,Notiz,die,Notizen,Notiz,913,
2585,Antrieb,der,Antriebe,Antriebes,913,
2586,Armut,die,-,Armut,913,
2587,Parade,die,Paraden,Parade,912,
2588,Kreisen,das,-,Kreisens,911,
2589,Krüppel,der,Krüppel,Krüppels,911,
2590,Bestrafung,die,Bestrafungen,Bestrafung,911,
2591,Araber,der,Araber,Arabers,910,
2592,Perücke,die,Perücken,Perücke,910,
2593,Hummer,der,Hummer,Hummers,910,
2594,Lieferwagen,der,-,Lieferwagens,909,
2595,Budget,das,Budgets,Budgets,909,
2596,Drang,der,Dränge,Dranges,908,
2597,Chi,das,Chis,Chi,908,
2598,Tierarzt,der,Tierärzte,Tierarztes,908,
2599,Sturz,der,Stürze,Sturzes,907,
2600,Tänzer,der,Tänzer,Tänzers,906,
2601,Abkommen,das,Abkommen,Abkommens,906,
2602,Mandant,der,Mandanten,Mandanten,905,
2603,Autobahn,die,Autobahnen,Autobahn,905,
2604,Sprichwort,das,Sprichwörter,Sprichwortes,904,
2605,Vergeltung,die,Vergeltungen,Vergeltung,904,
2606,Schnurrbart,der,Schnurrbärte,Schnurrbartes,903,
2607,Flut,die,Fluten,Flut,903,
2608,Brötchen,das,Brötchen,Brötchens,903,
2609,Ministerium,das,Ministerien,Ministeriums,903,
2610,Haushalt,der,Haushalte,Haushaltes,903,
2611,Masse,die,Massen,Masse,902,
2612,Informant,der,Informanten,Informanten,902,
2613,Debatte,die,Debatten,Debatte,902,
2614,Qual,die,Qualen,Qual,902,
2615,Rauschen,das,-,Rauschens,902,
2616,Anker,der,Anker,Ankers,902,
2617,Kichern,das,-,Kicherns,901,
2618,Rückseite,die,Rückseiten,Rückseite,901,
2619,Schimmer,der,Schimmer,Schimmers,901,
2620,Spezialität,die,Spezialitäten,Spezialität,901,
2621,Mordfall,der,Mordfälle,Mordfalles,901,
2622,Terrorist,der,Terroristen,Terroristen,901,
2623,Wildnis,die,Wildnisse,Wildnis,900,
2624,Zeitschrift,die,Zeitschriften,Zeitschrift,900,
2625,Korea,das,-,Korea,900,
2626,Bridge,das,-,Bridge,898,
2627,Abstimmung,die,Abstimmungen,Abstimmung,898,
2628,Senat,der,Senate,Senates,898,
2629,Jahreszeit,die,Jahreszeiten,Jahreszeit,897,
2630,Segel,das,Segel,Segels,897,
2631,Taschentuch,das,Taschentücher,Taschentuches,896,
2632,Rockmusik,die,-,Rockmusik,895,
2633,Tennis,das,-,Tennis,894,
2634,Weiche,die,Weichen,Weiche,893,
2635,Kreuzung,die,Kreuzungen,Kreuzung,893,
2636,Jeep,der,Jeeps,Jeeps,892,
2637,Bucht,die,Buchten,Bucht,891,
2638,Eminenz,die,Eminenzen,Eminenz,891,
2639,Mailbox,die,Mailboxen,Mailbox,891,
2640,Bildschirm,der,Bildschirme,Bildschirmes,891,
2641,Attentat,das,Attentate,Attentates,890,
2642,Verschwendung,die,Verschwendungen,Verschwendung,890,
2643,Geschirr,das,Geschirre,Geschirres,889,
2644,Spass,der,Spässe,Spasses,889,
2645,Ähnlichkeit,die,Ähnlichkeiten,Ähnlichkeit,889,
2646,Bon,der,Bons,Bons,888,
2647,Bourbon,der,Bourbons,Bourbons,887,
2648,Vorname,der,Vornamen,Vornamens,887,
2649,Ginger,der,Ginger,Gingers,887,
2650,Elefant,der,Elefanten,Elefanten,886,
2651,Eichhörnchen,das,Eichhörnchen,Eichhörnchens,885,
2652,Gewebe,das,Gewebe,Gewebes,885,
2653,Barbie,die,Barbies,Barbie,885,
2654,Lesbe,die,Lesben,Lesbe,884,
2655,Wechsel,der,Wechsel,Wechsels,884,
2656,Höschen,das,Höschen,Höschens,883,
2657,Klimaanlage,die,Klimaanlagen,Klimaanlage,883,
2658,Vulkan,der,Vulkane,Vulkans,882,
2659,Abgrund,der,Abgründe,Abgrunds,882,
2660,Anbetracht,der,-,-,882,
2661,Abreise,die,Abreisen,Abreise,881,
2662,Mittagspause,die,Mittagspausen,Mittagspause,880,
2663,Wettkampf,der,Wettkämpfe,Wettkampfs,879,
2664,Limo,die,Limos,Limo,879,
2665,Beschwerde,die,Beschwerden,Beschwerde,878,
2666,Locke,die,Locken,Locke,877,
2667,Serienmörder,der,Serienmörder,Serienmörders,876,
2668,DR,die,-,DR,876,
2669,Feuerzeug,das,Feuerzeuge,Feuerzeugs,876,
2670,Alkoholiker,der,Alkoholiker,Alkoholikers,876,
2671,Rückweg,der,Rückwege,Rückweges,875,
2672,Heimweg,der,Heimwege,Heimweges,874,
2673,Menschlichkeit,die,Menschlichkeiten,Menschlichkeit,874,
2674,Signora,die,-,Signora,873,
2675,Initiative,die,Initiativen,Initiative,873,
2676,Premiere,die,Premieren,Premiere,873,
2677,Pulver,das,Pulver,Pulvers,872,
2678,Strafzettel,der,Strafzettel,Strafzettels,872,
2679,Geschäftsführer,der,Geschäftsführer,Geschäftsführers,872,
2680,Reporterin,die,Reporterinnen,Reporterin,871,
2681,Beobachtung,die,Beobachtungen,Beobachtung,870,
2682,Eintreffen,das,-,Eintreffens,870,
2683,Trauma,das,-,Traumas,870,
2684,Vorwand,der,Vorwände,Vorwandes,870,
2685,Lebenslauf,der,Lebensläufe,Lebenslaufs,869,
2686,Anrufbeantworter,der,Anrufbeantworter,Anrufbeantworters,869,
2687,Pier,der,Piere,Piers,868,
2688,Rücksicht,die,Rücksichten,Rücksicht,868,
2689,Lamm,das,Lämmer,Lammes,868,
2690,Retter,der,Retter,Retters,867,
2691,Dachboden,der,Dachböden,Dachbodens,867,
2692,Pullover,der,Pullover,Pullovers,864,
2693,Spitzel,der,Spitzel,Spitzels,864,
2694,Produzent,der,Produzenten,Produzenten,862,
2695,Pflege,die,-,Pflege,861,
2696,Zwischenfall,der,Zwischenfälle,Zwischenfalls,861,
2697,Binde,die,Binden,Binde,860,
2698,Sahne,die,-,Sahne,860,
2699,Kanzler,der,Kanzler,Kanzlers,860,
2700,Schlitten,der,Schlitten,Schlittens,859,
2701,Erbarmen,das,-,Erbarmens,858,
2702,Dinosaurier,der,Dinosaurier,Dinosauriers,856,
2703,Wahrscheinlichkeit,die,Wahrscheinlichkeiten,Wahrscheinlichkeit,855,
2704,Rabbi,der,-,Rabbis,855,
2705,Pony,das,Ponys,Ponys,854,"EVET - iki farkli cinsiyeti var, kontrol et"
2706,Materie,die,Materien,Materie,854,
2707,Nachfrage,die,Nachfragen,Nachfrage,854,
2708,Neuigkeit,die,Neuigkeiten,Neuigkeit,853,
2709,Haustür,die,Haustüren,Haustür,853,
2710,Unterwelt,die,Unterwelten,Unterwelt,853,
2711,Semester,das,Semester,Semesters,853,
2712,Glanz,der,-,Glanzes,852,
2713,Fähre,die,Fähren,Fähre,852,
2714,Fotograf,der,Fotografen,Fotografen,851,
2715,Eigentümer,der,Eigentümer,Eigentümers,851,
2716,Speed,das,-,Speed,851,
2717,Kindergarten,der,Kindergärten,Kindergartens,850,
2718,Kassette,die,Kassetten,Kassette,849,
2719,Verliebte,die,-,-,848,
2720,Franzose,der,Franzosen,Franzosen,848,
2721,Kandidat,der,Kandidaten,Kandidaten,848,
2722,Spaghetti,die,Spaghetti,Spaghetti,848,
2723,Klempner,der,Klempner,Klempners,848,
2724,Grillen,das,-,Grillens,847,
2725,Einstein,der,Einsteins,Einsteins,847,"EVET - iki farkli cinsiyeti var, kontrol et"
2726,Schlauch,der,Schläuche,Schlauches,847,
2727,Funktion,die,Funktionen,Funktion,847,
2728,Landschaft,die,Landschaften,Landschaft,847,
2729,Veranstaltung,die,Veranstaltungen,Veranstaltung,846,
2730,Schöpfer,der,Schöpfer,Schöpfers,845,
2731,Künstlerin,die,Künstlerinnen,Künstlerin,845,
2732,Erleichterung,die,Erleichterungen,Erleichterung,845,
2733,Schülerin,die,Schülerinnen,Schülerin,845,
2734,Auktion,die,Auktionen,Auktion,844,
2735,Regal,das,-,Regals,844,
2736,Niveau,das,Niveaus,Niveaus,843,
2737,Fahndung,die,Fahndungen,Fahndung,843,
2738,Friede,der,Frieden,Friedens,843,
2739,Mathematik,die,-,Mathematik,843,
2740,Mordwaffe,die,Mordwaffen,Mordwaffe,842,
2741,NASA,die,-,NASA,842,
2742,Matratze,die,Matratzen,Matratze,842,
2743,Beruhigungsmittel,das,Beruhigungsmittel,Beruhigungsmittels,841,
2744,Arbeitgeber,der,Arbeitgeber,Arbeitgebers,841,
2745,Erlangen,das,-,Erlangens,839,
2746,Weltall,das,-,Weltalls,839,
2747,Rudel,das,Rudel,Rudels,838,
2748,Ballon,der,-,Ballons,838,
2749,Horizont,der,Horizonte,Horizonts,837,
2750,Umzug,der,Umzüge,Umzuges,836,
2751,Sängerin,die,Sängerinnen,Sängerin,836,
2752,Dekan,der,Dekane,Dekans,836,
2753,Struktur,die,Strukturen,Struktur,835,
2754,Kerker,der,Kerker,Kerkers,835,
2755,Limousine,die,Limousinen,Limousine,835,
2756,Fracht,die,Frachten,Fracht,835,
2757,Gedenken,das,-,Gedenkens,835,
2758,Christ,der,Christen,Christen,834,
2759,Predigt,die,Predigten,Predigt,833,
2760,Händchen,das,Händchen,Händchens,833,
2761,Nachname,der,Nachnamen,Nachnamens,833,
2762,Birne,die,Birnen,Birne,833,
2763,Software,die,Softwares,Software,832,
2764,Eingriff,der,Eingriffe,Eingriffs,831,
2765,Union,die,Unionen,Union,830,
2766,Generator,der,Generatoren,Generators,830,
2767,Zuflucht,die,-,Zuflucht,830,
2768,Bruch,der,Brüche,Bruchs,829,"EVET - iki farkli cinsiyeti var, kontrol et"
2769,Arbeitsplatz,der,Arbeitsplätze,Arbeitsplatzes,829,
2770,Plastik,die,Plastiken,Plastik,828,
2771,Leder,das,Leder,Leders,827,
2772,Komitee,das,Komitees,Komitees,827,
2773,Schmutz,der,-,Schmutzes,827,
2774,Durchsage,die,Durchsagen,Durchsage,826,
2775,Grimm,der,-,Grimms,825,
2776,Stiefvater,der,Stiefväter,Stiefvaters,825,
2777,Flora,die,Floren,Flora,825,
2778,Alarmstufe,die,Alarmstufen,Alarmstufe,824,
2779,Gewohnheit,die,Gewohnheiten,Gewohnheit,823,
2780,Rüstung,die,Rüstungen,Rüstung,823,
2781,Kindermädchen,das,Kindermädchen,Kindermädchens,823,
2782,Attentäter,der,Attentäter,Attentäters,823,
2783,Dreier,der,Dreier,Dreiers,821,
2784,Hebe,die,Heben,Hebe,821,
2785,Werwolf,der,Werwölfe,Werwolfs,821,
2786,Ehrgeiz,der,-,Ehrgeizes,820,
2787,Aufenthaltsort,der,Aufenthaltsorte,Aufenthaltsorts,820,
2788,Geige,die,Geigen,Geige,820,
2789,Zeichnung,die,Zeichnungen,Zeichnung,820,
2790,DJ,der,DJs,DJ,820,
2791,Gruß,der,Grüße,Grußes,820,
2792,Hacker,der,Hacker,Hackers,819,
2793,Glückstag,der,Glückstage,Glückstags,819,
2794,Fortsetzung,die,Fortsetzungen,Fortsetzung,819,
2795,Archiv,das,Archive,Archivs,819,
2796,Hingabe,die,-,Hingabe,818,
2797,Bandit,der,Banditen,Banditen,818,
2798,Berührung,die,Berührungen,Berührung,817,
2799,Sattel,der,Sättel,Sattels,817,
2800,Poesie,die,Poesien,Poesie,817,
2801,Perspektive,die,Perspektiven,Perspektive,816,
2802,Yen,der,-,Yen,816,
2803,Sperma,das,-,Spermas,816,
2804,Schildkröte,die,Schildkröten,Schildkröte,815,
2805,Bonus,der,-,Bonus,815,
2806,Buddha,der,Buddhas,Buddhas,815,
2807,Metropolis,die,Metropolen,Metropolis,815,
2808,Gebot,das,Gebote,Gebots,814,
2809,Blinde,die,-,-,814,
2810,Sorgerecht,das,Sorgerechte,Sorgerechtes,814,
2811,Pentagon,das,Pentagone,Pentagon,813,
2812,Deckel,der,Deckel,Deckels,813,
2813,Frechheit,die,Frechheiten,Frechheit,813,
2814,Gastfreundschaft,die,Gastfreundschaften,Gastfreundschaft,812,
2815,Container,der,Container,Containers,812,
2816,Schwamm,der,Schwämme,Schwamms,812,
2817,Leichnam,der,Leichname,Leichnams,811,
2818,Erfüllung,die,Erfüllungen,Erfüllung,809,
2819,Fünfzehn,die,-,Fünfzehn,808,
2820,Ausschlag,der,Ausschläge,Ausschlags,808,
2821,Aufruhr,der,Aufruhre,Aufruhrs,808,
2822,Portal,das,Portale,Portals,807,
2823,Quittung,die,Quittungen,Quittung,807,
2824,Selbstvertrauen,das,-,Selbstvertrauens,806,
2825,Investition,die,Investitionen,Investition,806,
2826,Schweiß,der,Schweiße,Schweißes,806,
2827,Taschenlampe,die,Taschenlampen,Taschenlampe,805,
2828,Heer,das,Heere,Heeres,804,
2829,Jägerin,die,Jägerinnen,Jägerin,804,
2830,Schuft,der,Schufte,Schufts,804,
2831,Justiz,die,-,Justiz,804,
2832,Herzogin,die,Herzoginnen,Herzogin,802,
2833,Großteil,der,Großteile,Großteiles,802,
2834,Instrument,das,Instrumente,Instruments,802,
2835,Aktivität,die,Aktivitäten,Aktivität,802,
2836,Gegenmittel,das,Gegenmittel,Gegenmittels,801,
2837,Taktik,die,Taktiken,Taktik,801,
2838,Ass,das,Asse,Asses,800,
2839,Potenzial,das,Potenziale,Potenzials,800,
2840,Anpassung,die,Anpassungen,Anpassung,800,
2841,Jugendliche,die,-,-,800,
2842,Gier,die,-,Gier,799,
2843,Massaker,das,Massaker,Massakers,799,
2844,Überzeugung,die,Überzeugungen,Überzeugung,799,
2845,Maestro,der,-,Maestros,799,
2846,Gail,die,-,Gail,799,
2847,Gerichtssaal,der,Gerichtssäle,Gerichtssaales,798,
2848,Donnerwetter,das,Donnerwetter,Donnerwetters,798,
2849,Erzähler,der,Erzähler,Erzählers,798,
2850,GPS,das,-,GPS,798,
2851,Kolonie,die,Kolonien,Kolonie,798,
2852,Heizung,die,Heizungen,Heizung,798,
2853,Boom,der,Booms,Booms,797,
2854,Studentin,die,Studentinnen,Studentin,797,
2855,Ritt,der,Ritte,Ritts,797,
2856,Wange,die,Wangen,Wange,796,
2857,Teich,der,Teiche,Teiches,796,
2858,Duell,das,Duelle,Duells,796,
2859,Raubüberfall,der,Raubüberfälle,Raubüberfalls,796,
2860,Marquis,der,Marquis,Marquis,796,
2861,Vorschrift,die,Vorschriften,Vorschrift,795,
2862,Vorbereitung,die,Vorbereitungen,Vorbereitung,795,
2863,Kranker,der,-,-,795,
2864,Festplatte,die,Festplatten,Festplatte,795,
2865,Stoß,der,Stöße,Stoßes,795,
2866,Gehör,das,Gehöre,Gehöres,794,
2867,Notwehr,die,-,Notwehr,794,
2868,Patrouille,die,Patrouillen,Patrouille,794,
2869,Arbeitszimmer,das,Arbeitszimmer,Arbeitszimmers,794,
2870,Substanz,die,Substanzen,Substanz,794,
2871,Gewitter,das,Gewitter,Gewitters,794,
2872,Dax,der,-,Daxes,793,
2873,Klappern,das,-,Klapperns,793,
2874,Schmetterling,der,Schmetterlinge,Schmetterlings,793,
2875,Baustelle,die,Baustellen,Baustelle,792,
2876,Piep,der,Piepe,Pieps,792,
2877,Martini,das,-,Martini,791,"EVET - iki farkli cinsiyeti var, kontrol et"
2878,Broadway,der,-,Broadways,791,
2879,Medaille,die,Medaillen,Medaille,790,
2880,Abschlussball,der,Abschlussbälle,Abschlussballes,790,
2881,Anschluss,der,Anschlüsse,Anschlusses,789,
2882,Vizepräsident,der,Vizepräsidenten,Vizepräsidenten,788,
2883,Naht,die,Nähte,Naht,788,
2884,Axel,der,Axel,Axels,787,
2885,Pirat,der,Piraten,Piraten,787,
2886,Festnahme,die,Festnahmen,Festnahme,787,
2887,Umwelt,die,Umwelten,Umwelt,787,
2888,Fetter,der,-,-,787,
2889,Butch,die,Butches,Butch,787,
2890,Kapsel,die,Kapseln,Kapsel,785,
2891,Internat,das,Internate,Internats,785,
2892,Orbit,der,Orbits,Orbits,785,
2893,Zeile,die,Zeilen,Zeile,785,
2894,Sessel,der,Sessel,Sessels,784,
2895,Verpflichtung,die,Verpflichtungen,Verpflichtung,784,
2896,Neger,der,Neger,Negers,784,
2897,Prediger,der,Prediger,Predigers,784,
2898,Zeitalter,das,Zeitalter,Zeitalters,784,
2899,Mühle,die,Mühlen,Mühle,784,
2900,Bluse,die,Blusen,Bluse,783,
2901,Kehre,die,Kehren,Kehre,782,
2902,Helfer,der,Helfer,Helfers,782,
2903,Gegenleistung,die,Gegenleistungen,Gegenleistung,782,
2904,Aufstieg,der,Aufstiege,Aufstiegs,782,
2905,Partie,die,Partien,Partie,782,
2906,Klingel,die,Klingeln,Klingel,781,
2907,Hauptrolle,die,Hauptrollen,Hauptrolle,781,
2908,Abfall,der,Abfälle,Abfalls,781,
2909,Länge,die,Längen,Länge,780,
2910,Taxifahrer,der,Taxifahrer,Taxifahrers,780,
2911,Spanier,der,Spanier,Spaniers,780,
2912,Kiki,der,-,Kikis,779,
2913,Karma,das,-,Karmas,779,
2914,Eisenbahn,die,Eisenbahnen,Eisenbahn,779,
2915,Scanner,der,Scanner,Scanners,779,
2916,Pärchen,das,Pärchen,Pärchens,778,
2917,Stückchen,das,Stückchen,Stückchens,778,
2918,Provinz,die,Provinzen,Provinz,778,
2919,Elektrizität,die,-,Elektrizität,778,
2920,Schleier,der,Schleier,Schleiers,777,
2921,Vaterland,das,Vaterländer,Vaterlandes,777,
2922,Erlebnis,das,Erlebnisse,Erlebnisses,777,
2923,Krimineller,der,-,-,777,
2924,Busen,der,Busen,Busens,777,
2925,Notarzt,der,Notärzte,Notarztes,777,
2926,Bitter,der,Bitter,Bitters,777,
2927,Übergabe,die,Übergaben,Übergabe,776,
2928,Stopfen,der,Stopfen,Stopfens,776,
2929,Verwirrung,die,Verwirrungen,Verwirrung,775,
2930,Effekt,der,Effekte,Effekts,775,
2931,Grundlage,die,Grundlagen,Grundlage,774,
2932,Reihenfolge,die,Reihenfolgen,Reihenfolge,774,
2933,Ballett,das,Ballette,Balletts,773,
2934,Luder,das,Luder,Luders,773,
2935,Arena,die,Arenen,Arena,773,
2936,CD,die,CDs,CD,772,
2937,Exemplar,das,Exemplare,Exemplars,772,
2938,Verfolgung,die,Verfolgungen,Verfolgung,772,
2939,Laser,der,Laser,Lasers,771,
2940,Info,die,Infos,Info,771,"EVET - iki farkli cinsiyeti var, kontrol et"
2941,Anstalt,die,Anstalten,Anstalt,771,
2942,Behörde,die,Behörden,Behörde,771,
2943,Pakt,der,Pakte,Paktes,771,
2944,Damm,der,Dämme,Dammes,771,
2945,Köter,der,Köter,Köters,770,
2946,Mississippi,der,-,Mississippis,769,
2947,Unterschlupf,der,-,Unterschlupfs,769,
2948,Jazz,der,-,Jazz,768,
2949,Besen,der,Besen,Besens,768,
2950,Tugend,die,Tugenden,Tugend,767,
2951,Neuanfang,der,Neuanfänge,Neuanfangs,767,
2952,Anordnung,die,Anordnungen,Anordnung,766,
2953,Senf,der,Senfe,Senfs,766,
2954,Orchester,das,Orchester,Orchesters,766,
2955,Verwaltung,die,Verwaltungen,Verwaltung,765,
2956,Getränk,das,Getränke,Getränkes,764,
2957,Hörer,der,Hörer,Hörers,764,
2958,Colorado,der,-,Colorado,764,
2959,Schwiegersohn,der,Schwiegersöhne,Schwiegersohns,764,
2960,Verteidiger,der,Verteidiger,Verteidigers,764,
2961,Vorsitzende,die,-,-,763,
2962,Belästigung,die,Belästigungen,Belästigung,763,
2963,Creek,der,Creek,Creek,762,"EVET - iki farkli cinsiyeti var, kontrol et"
2964,Canyon,der,Canyons,Canyons,762,
2965,Haue,die,Hauen,Haue,762,
2966,Mordkommission,die,Mordkommissionen,Mordkommission,761,
2967,Erkältung,die,Erkältungen,Erkältung,760,
2968,Bund,der,Bünde,Bundes,760,"EVET - iki farkli cinsiyeti var, kontrol et"
2969,Grinsen,das,-,Grinsens,760,
2970,Partnerschaft,die,Partnerschaften,Partnerschaft,759,
2971,Gehirnerschütterung,die,Gehirnerschütterungen,Gehirnerschütterung,759,
2972,Ober,der,Ober,Obers,758,
2973,Begleiter,der,Begleiter,Begleiters,758,
2974,Knabe,der,Knaben,Knaben,757,
2975,Nanny,die,Nannys,Nanny,757,
2976,Rechtsanwalt,der,Rechtsanwälte,Rechtsanwaltes,757,
2977,Reihen,der,Reihen,Reihens,757,
2978,Schwindler,der,Schwindler,Schwindlers,757,
2979,Net,das,Nets,Nets,757,
2980,Apokalypse,die,Apokalypsen,Apokalypse,757,
2981,Romantik,die,-,Romantik,757,
2982,Maß,das,Maße,Maßes,757,"EVET - iki farkli cinsiyeti var, kontrol et"
2983,Haushälterin,die,Haushälterinnen,Haushälterin,756,
2984,Tool,das,Tools,Tools,754,
2985,Morphium,das,-,Morphiums,754,
2986,Schwerkraft,die,Schwerkräfte,Schwerkraft,753,
2987,Frucht,die,Früchte,Frucht,753,
2988,Bote,der,Boten,Boten,753,
2989,Phaser,der,Phaser,Phasers,753,
2990,Monitor,der,-,Monitors,753,
2991,Bedacht,der,-,Bedachts,753,
2992,Kooperation,die,Kooperationen,Kooperation,753,
2993,Söldner,der,Söldner,Söldners,752,
2994,Pulli,der,Pullis,Pullis,752,
2995,Kiefer,die,Kiefern,Kiefer,752,
2996,Gabel,die,Gabeln,Gabel,751,
2997,Spender,der,Spender,Spenders,749,
2998,Wat,der,Wats,Wat,749,
2999,Vorgehensweise,die,Vorgehensweisen,Vorgehensweise,749,
3000,Venus,die,-,-,748,
3001,Bange,die,-,Bange,748,
3002,Gastgeber,der,Gastgeber,Gastgebers,748,
3003,Innenstadt,die,Innenstädte,Innenstadt,747,
3004,Amigo,der,Amigos,Amigos,747,
3005,Scham,die,-,Scham,747,
3006,Defekt,der,Defekte,Defektes,747,
3007,Papas,der,Papas,Papas,747,
3008,Mitbewohnerin,die,Mitbewohnerinnen,Mitbewohnerin,747,
3009,Ratschlag,der,Ratschläge,Ratschlages,747,
3010,Schaufel,die,Schaufeln,Schaufel,746,
3011,Vetter,der,Vettern,Vetters,746,
3012,Grill,der,Grills,Grills,745,
3013,Management,das,Managements,Managements,745,
3014,Magier,der,Magier,Magiers,745,
3015,Rücksitz,der,Rücksitze,Rücksitzes,745,
3016,Eröffnung,die,Eröffnungen,Eröffnung,745,
3017,Physik,die,-,Physik,744,
3018,Streben,das,-,Strebens,744,
3019,Porno,der,Pornos,Pornos,744,
3020,Würfel,der,Würfel,Würfels,744,
3021,Stadion,das,Stadien,Stadions,744,
3022,Korruption,die,Korruptionen,Korruption,742,
3023,Grube,die,Gruben,Grube,742,
3024,Plätzchen,das,Plätzchen,Plätzchens,742,
3025,Lux,das,Lux,Lux,742,
3026,Kamerad,der,Kameraden,Kameraden,741,
3027,Entschluss,der,Entschlüsse,Entschlusses,741,
3028,Stier,der,Stiere,Stieres,741,
3029,Log,das,Loge,Logs,740,
3030,Desaster,das,Desaster,Desasters,740,
3031,Kitt,der,Kitte,Kittes,740,
3032,Server,der,Server,Servers,739,
3033,Hypothek,die,Hypotheken,Hypothek,739,
3034,Auslöser,der,Auslöser,Auslösers,739,
3035,Kündigung,die,Kündigungen,Kündigung,739,
3036,Atlantis,die,-,-,739,
3037,Entzug,der,Entzüge,Entzuges,739,
3038,Leibwächter,der,Leibwächter,Leibwächters,739,
3039,Häschen,das,Häschen,Häschens,738,
3040,Handschuh,der,Handschuhe,Handschuhes,738,
3041,Seide,die,Seiden,Seide,738,
3042,Caesar,der,Caesaren,Caesaren,738,
3043,Thor,der,-,-,738,
3044,Sklavin,die,Sklavinnen,Sklavin,737,
3045,Leinwand,die,Leinwände,Leinwand,737,
3046,Häuschen,das,Häuschen,Häuschens,736,
3047,Präsentation,die,Präsentationen,Präsentation,736,
3048,Klatschen,das,-,Klatschens,736,
3049,Vermittlung,die,Vermittlungen,Vermittlung,735,
3050,Blei,das,-,Bleies,735,"EVET - iki farkli cinsiyeti var, kontrol et"
3051,Zahnbürste,die,Zahnbürsten,Zahnbürste,735,
3052,Vorwurf,der,Vorwürfe,Vorwurfs,734,
3053,Aufprall,der,Aufpralle,Aufpralls,734,
3054,Unterhose,die,Unterhosen,Unterhose,733,
